[229 @    getattr()] getattr /shirgure
[412 @     access()] access /shirgure 2
[229 @    getattr()] getattr /
[229 @    getattr()] getattr /.Trash
[229 @    getattr()] getattr /.Trash-1000
[412 @     access()] access / 2
[229 @    getattr()] getattr /shirgure/ss.txt
[412 @     access()] access /shirgure/ss.txt 4
[412 @     access()] access /shirgure/ss.txt 2
[412 @     access()] access /shirgure/ss.txt 1
[229 @    getattr()] getattr /shirgure
[229 @    getattr()] getattr /shirgure/ss.txt
[485 @   __init__()] fileinit ../myfs/shirgure/ss.txt 32768 <class 'tuple'>
[536 @       read()] read ../myfs/shirgure/ss.txt 4096 0
[515 @      get_v()] get_v ../myfs/shirgure/ss.txt
[530 @      get_v()] get_v ../myfs/shirgure/ss.txt 2 4
[540 @       read()] init vno = 2
[599 @       read()] vno read = 2
[493 @   fgetattr()] fgetattr ../myfs/shirgure/ss.txt
[677 @      flush()] flush
[631 @    _fflush()] _fflush 0
[691 @       lock()] lock
[631 @    _fflush()] _fflush 0
[661 @    release()] release
[229 @    getattr()] getattr /shirgure/ss.txt
[515 @      get_v()] get_v ../myfs/shirgure/ss.txt
[530 @      get_v()] get_v ../myfs/shirgure/ss.txt 2 4
[485 @   __init__()] fileinit ../myfs/shirgure/ss.txt 33793 <class 'tuple'>
[677 @      flush()] flush
[631 @    _fflush()] _fflush 0
[691 @       lock()] lock
[604 @      write()] write ../myfs/shirgure/ss.txt aasdfasdfsadfadsfbc
 4
[515 @      get_v()] get_v ../myfs/shirgure/ss.txt
[530 @      get_v()] get_v ../myfs/shirgure/ss.txt 2 4
[616 @      write()] here 0
[616 @      write()] here 10
[616 @      write()] here 20
[677 @      flush()] flush
[631 @    _fflush()] _fflush 3
[691 @       lock()] lock
[631 @    _fflush()] _fflush 0
[661 @    release()] release
[229 @    getattr()] getattr /shirgure
[412 @     access()] access /shirgure 2
[229 @    getattr()] getattr /
[229 @    getattr()] getattr /.Trash
[229 @    getattr()] getattr /.Trash-1000
[412 @     access()] access / 2
[229 @    getattr()] getattr /shirgure/ss.txt
[229 @    getattr()] getattr /shirgure/.hidden
[412 @     access()] access /shirgure/ss.txt 4
[412 @     access()] access /shirgure/ss.txt 2
[412 @     access()] access /shirgure/ss.txt 1
[229 @    getattr()] getattr /shirgure/ss.txt
[485 @   __init__()] fileinit ../myfs/shirgure/ss.txt 32768 <class 'tuple'>
[536 @       read()] read ../myfs/shirgure/ss.txt 4096 0
[515 @      get_v()] get_v ../myfs/shirgure/ss.txt
[530 @      get_v()] get_v ../myfs/shirgure/ss.txt 3 24
[540 @       read()] init vno = 3
[129 @        get()] Found in cache: /shirgure/ss.txt 3910
[129 @        get()] Found in cache: /shirgure/ss.txt 3960
[129 @        get()] Found in cache: /shirgure/ss.txt 3990
[129 @        get()] Found in cache: /shirgure/ss.txt 4000
[129 @        get()] Found in cache: /shirgure/ss.txt 4030
[129 @        get()] Found in cache: /shirgure/ss.txt 4040
[129 @        get()] Found in cache: /shirgure/ss.txt 4050
[129 @        get()] Found in cache: /shirgure/ss.txt 4060
[129 @        get()] Found in cache: /shirgure/ss.txt 4070
[129 @        get()] Found in cache: /shirgure/ss.txt 4080
[129 @        get()] Found in cache: /shirgure/ss.txt 4090
[599 @       read()] vno read = 3
[493 @   fgetattr()] fgetattr ../myfs/shirgure/ss.txt
[677 @      flush()] flush
[631 @    _fflush()] _fflush 0
[691 @       lock()] lock
[631 @    _fflush()] _fflush 0
[661 @    release()] release
[229 @    getattr()] getattr /shirgure
[229 @    getattr()] getattr /shirgure/ss.txt
[485 @   __init__()] fileinit ../myfs/shirgure/ss.txt 32768 <class 'tuple'>
[536 @       read()] read ../myfs/shirgure/ss.txt 4096 0
[515 @      get_v()] get_v ../myfs/shirgure/ss.txt
[530 @      get_v()] get_v ../myfs/shirgure/ss.txt 3 24
[540 @       read()] init vno = 3
[129 @        get()] Found in cache: /shirgure/ss.txt 3750
[129 @        get()] Found in cache: /shirgure/ss.txt 3860
[129 @        get()] Found in cache: /shirgure/ss.txt 3880
[129 @        get()] Found in cache: /shirgure/ss.txt 3940
[129 @        get()] Found in cache: /shirgure/ss.txt 4020
[129 @        get()] Found in cache: /shirgure/ss.txt 4030
[129 @        get()] Found in cache: /shirgure/ss.txt 4050
[129 @        get()] Found in cache: /shirgure/ss.txt 4060
[129 @        get()] Found in cache: /shirgure/ss.txt 4070
[129 @        get()] Found in cache: /shirgure/ss.txt 4080
[129 @        get()] Found in cache: /shirgure/ss.txt 4090
[599 @       read()] vno read = 3
[493 @   fgetattr()] fgetattr ../myfs/shirgure/ss.txt
[677 @      flush()] flush
[631 @    _fflush()] _fflush 0
[691 @       lock()] lock
[631 @    _fflush()] _fflush 0
[661 @    release()] release
[229 @    getattr()] getattr /shirgure
[229 @    getattr()] getattr /shirgure/ss.txt
[229 @    getattr()] getattr /
[229 @    getattr()] getattr /shirgure
[229 @    getattr()] getattr /shirgure/ss.txt
[229 @    getattr()] getattr /shirgure
[229 @    getattr()] getattr /shirgure/ss.txt
[229 @    getattr()] getattr /shirgure
[229 @    getattr()] getattr /shirgure/ss.txt
[229 @    getattr()] getattr /shirgure
[229 @    getattr()] getattr /shirgure/ss.txt
[229 @    getattr()] getattr /shirgure
[229 @    getattr()] getattr /shirgure/ss.txt
[229 @    getattr()] getattr /shirgure
[229 @    getattr()] getattr /shirgure/ss.txt
[229 @    getattr()] getattr /shirgure
[229 @    getattr()] getattr /shirgure/ss.txt
[229 @    getattr()] getattr /shirgure
[229 @    getattr()] getattr /shirgure/ss.txt
[485 @   __init__()] fileinit ../myfs/shirgure/ss.txt 32769 <class 'tuple'>
[314 @   truncate()] truncate /shirgure/ss.txt 0
[325 @   truncate()] <_Rendezvous of RPC that terminated with:
	status = StatusCode.UNKNOWN
	details = "Exception calling application: <_Rendezvous of RPC that terminated with:
	status = StatusCode.UNKNOWN
	details = "Exception calling application: '10.5.16.206'"
